language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,firstTradeDateMilliseconds,priceHint,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,displayName,price,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,delistingDate,ipoExpectedDate,newListingDate
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Apollo Asset Management, Inc. 6","Apollo Global Management, Inc.",finmb_18833,America/New_York,EDT,-14400000,us_market,False,-1.9752012,21.9999,CLOSED,,0.696,24.158081,-2.1581802,-0.08933575,24.218233,-2.2183323,-0.09159761,,,31.609055,15,0,,False,False,,,,,-0.44329834,1678476861,23.5,21.42 - 23.5,21.42,30718.0,-0.18488696,21.09,26.99,1678838400.0,,,,1.6,35.369617,0.07129108,0.622,,,,1521034200000.0,2,22.4432,21.95,35.05,40.0,8.0,NYSE,USD,23.39,19710.0,21456.0,0.90990067,0.0431437,21.09 - 26.99,-4.990099,Apollo Global Management,21.9999,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,ASE,Altisource Asset Management Cor,Altisource Asset Management Corporation,finmb_217487620,America/New_York,EDT,-14400000,us_market,False,1.492033,59.86,CLOSED,1777200.0,-48.314,36.93798,22.92202,0.6205542,21.570524,38.289474,1.7750832,106383192.0,,-1.2389784,15,0,,False,False,,,,,0.88000107,1678482000,61.0,56.23 - 61.0,56.23,33462.0,-0.018688515,8.65,61.0,,1667395800.0,1680121860.0,1680553860.0,0.0,,0.0,-8.39,,,,1647869400000.0,2,58.98,35.0,62.0,8.0,10.0,NYSE American,USD,58.89,11661.0,18190.0,51.21,5.9202313,8.65 - 61.0,-1.1399994,Altisource Asset Management,59.86,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Aarons Holdings Company, Inc.","The Aaron's Company, Inc.",finmb_681042236,America/New_York,EDT,-14400000,us_market,False,-3.0408373,11.16,CLOSED,30619700.0,22.711,13.773,-2.613,-0.189719,13.14275,-1.9827499,-0.15086263,341715840.0,7.44,0.4913918,15,0,2.7 - Hold,False,False,0.0,1678485403.0,11.16,0.0,-0.35000038,1678482002,11.47,10.94 - 11.47,10.94,260052.0,-0.52771896,7.645,23.63,1680566400.0,1677763800.0,1682333940.0,1682683200.0,0.45,,0.039096437,-0.16,1.5,0.92,12.130434,1606314600000.0,2,11.51,11.1,15.1,8.0,8.0,NYSE,USD,11.47,290286.0,430340.0,3.5149999,0.45977762,7.645 - 23.63,-12.469999,The Aaron's Company,11.16,,,,,,,,
en-US,US,EQUITY,Equity,,True,HIGH,USD,NYQ,Advance Auto Parts Inc.,"Advance Auto Parts, Inc.",finmb_24333,America/New_York,EDT,-14400000,us_market,False,-1.3787326,128.04,CLOSED,59273800.0,45.495,146.8632,-18.823212,-0.12816833,167.52385,-39.483856,-0.23569095,7589416960.0,11.124239,2.8143752,15,0,2.7 - Hold,False,False,0.85911137,1678489773.0,129.14,1.1000061,-1.7900085,1678482001,130.545,127.48 - 130.545,127.48,1419030.0,-0.44674417,127.48,231.43,1682640000.0,1677589200.0,1684753140.0,1685102400.0,6.0,15.691176,0.04621428,8.16,11.51,10.69,11.977549,1007044200000.0,2,129.83,127.03,130.44,8.0,9.0,NYSE,USD,129.12,1129908.0,1838070.0,0.5599899,0.004392767,127.48 - 231.43,-103.39,Advance Auto Parts,128.04,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,"American Assets Trust, Inc.","American Assets Trust, Inc.",finmb_4368282,America/New_York,EDT,-14400000,us_market,False,-7.436849,19.79,CLOSED,60717800.0,20.114,26.4076,-6.6175995,-0.2505945,27.94415,-8.15415,-0.29180166,1521839232.0,23.01163,0.98389184,15,0,3.2 - Hold,False,False,1.06114,1678485570.0,20.0,0.209999,-1.5899982,1678482002,21.5,19.545 - 21.5,19.545,1393122.0,-0.49386185,19.545,39.1,1679529600.0,1675872000.0,1682333940.0,1682683200.0,1.28,29.537313,0.059869036,0.67,0.86,0.75,26.386667,1294929000000.0,2,21.38,16.58,22.12,11.0,8.0,NYSE,USD,21.21,388970.0,875620.0,0.24500084,0.012535218,19.545 - 39.1,-19.309998,American Assets Trust,19.79,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,ASE,"Almaden Minerals, Ltd.",Almaden Minerals Ltd.,finmb_5512625,America/New_York,EDT,-14400000,us_market,False,0.30863953,0.195,CLOSED,137220992.0,0.577,0.2286,-0.033600003,-0.14698164,0.234,-0.039000005,-0.16666669,26758092.0,-4.875,0.3379549,15,0,3.0 - Hold,False,False,4.05129,1678495666.0,0.2029,0.00790001,0.00059999526,1678481994,0.2029,0.19 - 0.2029,0.19,219025.0,-0.5,0.19,0.39,,1659697140.0,1679569140.0,1679918400.0,0.0,,0.0,-0.01,-0.04,-0.02,-9.75,1135089000000.0,4,0.1944,0.1877,0.2029,11.0,10.0,NYSE American,CAD,0.19,243561.0,277500.0,0.004999995,0.026315765,0.19 - 0.39,-0.195,Almaden Minerals,0.195,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,AllianceBernstein Holding L.P.,AllianceBernstein Holding L.P.,finmb_249248,America/New_York,EDT,-14400000,us_market,False,0.35383028,36.87,CLOSED,113801000.0,18.216,38.2064,-1.3364029,-0.034978505,39.6958,-2.8258018,-0.071186416,4195842816.0,11.7047615,2.0240448,15,0,2.7 - Hold,False,False,0.0,1678490434.0,36.87,0.0,0.12999725,1678482002,37.49,35.61 - 37.49,35.61,372580.0,-0.2543984,31.31,49.45,1678924800.0,1675953000.0,1682598600.0,1682944200.0,2.95,13.655555,0.08029395,2.7,3.15,2.8,13.167857,577027800000.0,2,36.74,36.25,38.78,8.0,8.0,NYSE,USD,36.5,311718.0,251440.0,5.5599995,0.17757903,31.31 - 49.45,-12.580002,AllianceBernstein Holding L.P,36.87,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,ABB Ltd,ABB Ltd,finmb_18527,America/New_York,EDT,-14400000,us_market,False,-2.3283255,33.14,CLOSED,1863859968.0,6.851,33.5084,-0.36840057,-0.010994275,29.8309,3.3090992,0.11092857,61868400640.0,18.513966,4.83725,15,0,2.6 - Hold,False,False,-0.060351413,1678486162.0,33.12,-0.020000458,-0.7900009,1678482002,34.06,33.09 - 34.06,33.09,1758011.0,-0.06752959,24.27,35.54,1652227200.0,,,,0.908,25.689922,0.026760979,1.29,1.79,1.54,21.51948,986563800000.0,2,33.93,20.0,35.28,10.0,8.0,NYSE,USD,34.05,1309136.0,1452920.0,8.869999,0.36547172,24.27 - 35.54,-2.4000015,ABB,33.14,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,AbbVie Inc.,AbbVie Inc.,finmb_141885706,America/New_York,EDT,-14400000,us_market,False,1.6016291,149.71,CLOSED,1769400064.0,9.753,152.4966,-2.7865906,-0.018273132,149.0157,0.6943054,0.004659277,264896888832.0,13.46313,15.350149,15,0,2.4 - Buy,False,False,0.09351371,1678496366.0,149.85,0.13999939,2.3600006,1678482187,150.64,147.47 - 150.64,147.47,6825537.0,-0.14893977,134.09,175.91,1684108800.0,1675951200.0,1682598600.0,1682944200.0,5.71,22.212168,0.03875127,6.74,11.12,11.08,13.511734,1357137000000.0,2,147.35,149.71,149.9,8.0,8.0,NYSE,USD,147.84,5754371.0,5598900.0,15.62001,0.11648901,134.09 - 175.91,-26.199997,AbbVie,149.71,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,AmerisourceBergen Corporation,AmerisourceBergen Corporation,finmb_24809,America/New_York,EDT,-14400000,us_market,False,-0.2666626,149.6,CLOSED,202258000.0,-0.881,160.4034,-10.8033905,-0.067351386,152.40665,-2.8066406,-0.018415473,30257797120.0,11.873016,-169.80705,15,0,2.1 - Buy,False,False,0.0,1678485600.0,149.6,0.0,-0.3999939,1678482001,152.67,149.09 - 152.67,149.09,1071840.0,-0.1433316,135.14,174.63,1677456000.0,1675258200.0,1683030600.0,1683549000.0,1.865,18.221682,0.012433333,8.21,12.6,11.63,12.863285,797002200000.0,2,150.0,140.0,155.0,8.0,8.0,NYSE,USD,150.26,1385751.0,1304700.0,14.460007,0.107000194,135.14 - 174.63,-25.029999,AmerisourceBergen,149.6,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,Absolute Select Value ETF,Absolute Select Value ETF,finmb_642265998,America/New_York,EDT,-14400000,us_market,False,-0.46402347,27.1136,CLOSED,,,28.31552,-1.2019196,-0.042447377,27.426834,-0.31323433,-0.011420725,,,,15,0,,False,False,,,,,-0.1264,1678481929,27.24,26.99 - 27.24,26.99,3724.0,-0.12536775,24.86,31.0,,,,,,19.288584,,1.4056813,,,,1579703400000.0,2,27.24,24.46,29.66,18.0,18.0,NYSEArca,,26.99,11258.0,9400.0,2.2535992,0.09065162,24.86 - 31.0,-3.8864002,,27.1136,-2.1077,-1.52822,-1.52822,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,Ambev S.A.,Ambev S.A.,finmb_134386019,America/New_York,EDT,-14400000,us_market,False,-1.5267161,2.58,CLOSED,15741700096.0,5.206,2.6004,-0.020400047,-0.007844965,2.7844,-0.20440006,-0.07340901,41591402496.0,18.428572,0.495582,15,0,2.5 - Buy,False,False,-0.775193,1678494880.0,2.56,-0.02,-0.03999996,1678482001,2.6384,2.57 - 2.6384,2.57,13539519.0,-0.22289157,2.4,3.32,1672876800.0,,,,0.762,14.333332,0.2908397,0.18,0.14,0.14,18.428572,857572200000.0,4,2.62,2.56,2.69,369.0,362.0,NYSE,BRL,2.59,26573770.0,24138100.0,0.17999983,0.07499993,2.4 - 3.32,-0.74,Ambev,2.58,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,Asbury Automotive Group Inc,"Asbury Automotive Group, Inc.",finmb_25109,America/New_York,EDT,-14400000,us_market,False,-4.0470304,225.24,CLOSED,21687400.0,134.612,212.8734,12.366608,0.05809372,180.67406,44.56595,0.2466649,4884870144.0,7.322497,1.6732535,15,0,2.4 - Buy,False,False,-0.21754816,1678485390.0,224.75,-0.4900055,-9.5,1678482001,232.49,223.365 - 232.49,223.365,287503.0,-0.11207472,138.88,253.67,1219363200.0,1675350000.0,1682512200.0,1682944200.0,0.0,5.260159,0.0,42.82,30.76,30.91,7.2869625,1016721000000.0,2,234.74,159.09,286.54,8.0,8.0,NYSE,USD,232.49,240178.0,233180.0,86.36,0.6218318,138.88 - 253.67,-28.429993,Asbury Automotive,225.24,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,ABM Industries Incorporated,ABM Industries Incorporated,finmb_250079,America/New_York,EDT,-14400000,us_market,False,-3.012569,44.75,CLOSED,66106000.0,26.192,46.7958,-2.0457993,-0.04371758,44.67275,0.077251434,0.0017292743,2958243584.0,11.445012,1.708537,15,0,2.0 - Buy,False,False,0.0,1678483003.0,44.75,0.0,-1.3899994,1678482001,45.86,44.55 - 45.86,44.55,488466.0,-0.1712963,37.68,54.0,1682899200.0,1678282200.0,1686049140.0,1686571200.0,0.805,16.039427,0.017446902,2.79,3.91,3.5,12.785714,322151400000.0,2,46.14,29.07,57.72,10.0,9.0,NYSE,USD,45.86,336288.0,408160.0,7.0699997,0.18763268,37.68 - 54.0,-9.25,,44.75,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,Arbor Realty Trust,"Arbor Realty Trust, Inc.",finmb_6207506,America/New_York,EDT,-14400000,us_market,False,-4.084613,13.15,CLOSED,179819008.0,12.923,14.5528,-1.4028006,-0.09639386,14.3359,-1.1859007,-0.08272244,2364619776.0,6.9576716,1.0175655,15,0,2.2 - Buy,False,False,0.304182,1678496259.0,13.19,0.04,-0.5600004,1678482001,13.65,12.93 - 13.65,12.93,5387172.0,-0.26082075,11.16,17.79,1679011200.0,1676646000.0,1683203400.0,1683549000.0,1.57,8.429487,0.114514954,1.56,1.89,1.85,7.108108,1081344600000.0,2,13.71,13.15,13.55,8.0,18.0,NYSE,USD,13.59,2004540.0,3513340.0,1.9899998,0.1783154,11.16 - 17.79,-4.6400013,Arbor Realty Trust,13.15,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,Arbor Realty Trust 6.375% Serie,"Arbor Realty Trust, Inc.",finmb_6207506,America/New_York,EDT,-14400000,us_market,False,-2.638708,17.7587,CLOSED,,12.923,19.608833,-1.8501339,-0.09435207,19.4974,-1.7387009,-0.08917604,,,1.3741932,15,0,,False,False,,,,,-0.48130035,1678479709,18.29,17.61 - 18.29,17.61,27734.0,-0.24398251,16.0,23.4898,1675123200.0,,,,1.57,8.408475,0.08607457,2.112,,,,1622035800000.0,2,18.24,16.92,21.53,9.0,8.0,NYSE,USD,18.1,20321.0,19787.0,1.7586994,0.10991871,16.0 - 23.4898,-5.7311,Arbor Realty Trust,17.7587,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,Abbott Laboratories,Abbott Laboratories,finmb_247483,America/New_York,EDT,-14400000,us_market,False,-0.90955484,96.96,CLOSED,1737949952.0,21.111,108.0182,-11.058205,-0.102373526,106.4538,-9.493797,-0.089182325,168511619072.0,20.033056,4.5928664,15,0,2.0 - Buy,False,False,0.24752255,1678495996.0,97.2,0.23999786,-0.8899994,1678482219,98.395,96.555 - 98.395,96.555,7042464.0,-0.2203281,93.25,124.36,1684108800.0,1674655200.0,1681821000.0,1682339400.0,1.92,24.989689,0.01962187,3.88,4.84,4.4,22.036364,322151400000.0,2,97.85,91.5,103.75,13.0,8.0,NYSE,USD,97.76,4834053.0,5631770.0,3.709999,0.03978551,93.25 - 124.36,-27.400002,,96.96,,,,,,,,
en-US,US,EQUITY,Equity,,True,HIGH,USD,NYQ,"Associated Capital Group, Inc.","Associated Capital Group, Inc.",finmb_301053030,America/New_York,EDT,-14400000,us_market,False,-0.5831688,35.8,CLOSED,3027000.0,40.482,37.687,-1.887001,-0.05007034,39.00835,-3.2083511,-0.0822478,787234816.0,13.822394,0.8843437,15,0,,False,False,,,,,-0.20999908,1678482002,36.51,35.8 - 36.51,35.8,6855.0,-0.19550563,33.69,44.5,1671062400.0,1675895400.0,1683149400.0,1683581400.0,0.2,,0.005554013,-2.21,2.59,,,1447165800000.0,2,36.01,14.61,43.75,12.0,8.0,NYSE,USD,36.45,4210.0,6180.0,2.1100006,0.06262988,33.69 - 44.5,-8.700001,Associated Capital,35.8,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,"Arcosa, Inc.","Arcosa, Inc.",finmb_546410010,America/New_York,EDT,-14400000,us_market,False,-2.7982607,58.01,CLOSED,48441500.0,45.132,57.8324,0.17759705,0.0030708918,56.6207,1.3892975,0.024536917,2810091264.0,23.581299,1.2853408,15,0,2.3 - Buy,False,False,0.0172385,1678482104.0,58.01,0.00999832,-1.670002,1678482002,59.29,57.57 - 59.29,57.57,256535.0,-0.11838912,43.52,65.8,1635465600.0,1677245400.0,1682506740.0,1682942400.0,0.2,12.035269,0.0033512064,4.82,2.46,2.08,27.889423,1541428200000.0,2,59.68,42.54,65.0,10.0,8.0,NYSE,USD,59.29,220586.0,298580.0,14.489998,0.33295032,43.52 - 65.8,-7.7900047,Arcosa,58.01,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,ASE,Athena Consumer Acquisition Cor,Athena Consumer Acquisition Corp.,finmb_1674545792,America/New_York,EDT,-14400000,us_market,False,0.0,10.6472,CLOSED,24060000.0,-0.354,10.547361,0.09983826,0.009465709,10.547361,0.09983826,0.009465709,341881568.0,,-30.076836,15,0,,False,False,,,,,0.0,1678391490,10.6472,10.53 - 10.6472,10.53,123.0,-0.022295749,10.31,10.89,,,,,0.0,,0.0,,,,,1672756200000.0,2,10.6,10.47,10.7,10.0,9.0,NYSE American,USD,10.57,2065.0,510.0,0.3371992,0.032706033,10.31 - 10.89,-0.24280071,Athena Consumer,10.6472,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,,Athena Consumer Acquisition Corp.,finmb_1674545792,America/New_York,EDT,-14400000,us_market,False,69.2157,0.0863,CLOSED,,-0.354,,,,,,,,,-0.2437853,15,0,,False,False,,,,,0.0353,1678465663,0.0951,0.061 - 0.0951,0.061,5035.0,-0.09253418,0.061,0.0951,,,,,0.0,,0.0,,,,,,4,0.051,0.0525,0.09,29.0,10.0,NYSE,USD,0.061,,,0.0253,0.4147541,0.061 - 0.0951,-0.0088,Athena Consumer,0.0863,,,,,,2023-03-07,,
